benchmark,seed,F_raw,F_SAEPS,F_block,H_red_exact,state_parameters,nominal_level,method,surrogate_coverage
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.95,SAEPS,0.9547684068610915
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.95,block,0.9368740142952316
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.99,raw,0.3174234880367093
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.99,SAEPS,0.9915047065599691
Burgers,67,1365.0153813492877,32.960739826792405,38.27422814421993,34.406726554107536,65,0.99,block,0.9854029232270411
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.9,raw,0.23302084548282043
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.9,SAEPS,0.8656449801762856
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.9,block,0.9112400411951465
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.95,raw,0.2759844978492598
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.95,SAEPS,0.925569940419368
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.95,block,0.9574427024070573
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.99,raw,0.35738700479945296
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.99,SAEPS,0.980948498770017
Burgers,68,693.9658566270664,27.186690240302028,21.036747633243067,22.523231357357872,65,0.99,block,0.9923076161640263
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.9,raw,0.25168646683061624
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.9,SAEPS,0.8906945006989884
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.9,block,0.9157114137425431
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.95,raw,0.29778555838917375
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.95,SAEPS,0.9436208666240302
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.95,block,0.9603181594161181
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.99,raw,0.3846634907244275
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.99,SAEPS,0.9878466428500032
Burgers,69,587.8227037777641,23.60100164302446,20.306819207836384,22.368329668643582,65,0.99,block,0.9931369241099173
